type,x,y,z,yaw,scale
Onion,-4.1954,-1.3154,18.0141,0.00,0.1366
Onion,-4.1954,-1.3154,17.9070,0.00,0.1366
Onion,-4.1954,-1.3154,18.3237,0.00,0.1366
Onion,-4.1139,-1.3154,18.2181,0.00,0.1366
Onion,-4.1139,-1.3154,18.1154,0.00,0.1366
Onion,-4.1139,-1.3154,18.0141,0.00,0.1366
Onion,-4.1139,-1.3154,17.9070,0.00,0.1366
Onion,-4.1139,-1.3154,18.3237,0.00,0.1366
Onion,-4.0377,-1.3154,18.2181,0.00,0.1366
Onion,-4.0377,-1.3154,18.1154,0.00,0.1366
Onion,-4.0377,-1.3154,18.0141,0.00,0.1366
Onion,-4.0377,-1.3154,17.9070,0.00,0.1366
Onion,-4.0377,-1.3154,18.3237,0.00,0.1366
Onion,-3.9591,-1.3154,18.2181,0.00,0.1366
Onion,-3.9591,-1.3154,18.1154,0.00,0.1366
Onion,-3.9591,-1.3154,18.0141,0.00,0.1366
Onion,-3.9591,-1.3154,17.9070,0.00,0.1366
Onion,-3.9591,-1.3154,18.3237,0.00,0.1366
Onion,-3.8726,-1.3154,18.2181,0.00,0.1366
Onion,-3.8726,-1.3154,18.1154,0.00,0.1366
Onion,-3.8726,-1.3154,18.0141,0.00,0.1366
Onion,-3.8726,-1.3154,17.9070,0.00,0.1366
Onion,-3.8726,-1.3154,18.3237,0.00,0.1366
Onion,-3.7923,-1.3154,18.2181,0.00,0.1366
Onion,-3.7923,-1.3154,18.1154,0.00,0.1366
Onion,-3.7923,-1.3154,18.0141,0.00,0.1366
Onion,-3.7923,-1.3154,17.9070,0.00,0.1366
Onion,-3.7923,-1.3154,18.3237,0.00,0.1366
Onion,-3.7128,-1.3154,18.2181,0.00,0.1366
Onion,-3.7128,-1.3154,18.1154,0.00,0.1366
Onion,-3.7128,-1.3154,18.0141,0.00,0.1366
Onion,-3.7128,-1.3154,17.9070,0.00,0.1366
Onion,-3.7128,-1.3154,18.3237,0.00,0.1366
Onion,-3.6290,-1.3154,18.2181,0.00,0.1366
Onion,-3.6290,-1.3154,18.1154,0.00,0.1366
Onion,-3.6290,-1.3154,18.0141,0.00,0.1366
Onion,-3.6290,-1.3154,17.9070,0.00,0.1366
Onion,-3.6290,-1.3154,18.3237,0.00,0.1366
Onion,-3.5471,-1.3154,18.2181,0.00,0.1366
Onion,-3.5471,-1.3154,18.1154,0.00,0.1366
Onion,-3.5471,-1.3154,18.0141,0.00,0.1366
Onion,-3.5471,-1.3154,17.9070,0.00,0.1366
Onion,-3.5471,-1.3154,18.3237,0.00,0.1366
Onion,-3.4635,-1.3154,18.3237,0.00,0.1366
Onion,-3.4635,-1.3154,18.2181,0.00,0.1366
Onion,-3.4635,-1.3154,18.1154,0.00,0.1366
Onion,-3.4635,-1.3154,18.0141,0.00,0.1366
Onion,-3.4635,-1.3154,17.9070,0.00,0.1366
Onion,-1.6422,-1.3154,18.2181,0.00,0.1366
Onion,-1.6422,-1.3154,18.1154,0.00,0.1366
Onion,-1.6422,-1.3154,18.0141,0.00,0.1366
Onion,-1.6422,-1.3154,17.9070,0.00,0.1366
Onion,-1.6422,-1.3154,18.3237,0.00,0.1366
Onion,-1.5678,-1.3154,18.2181,0.00,0.1366
Onion,-1.5678,-1.3154,18.1154,0.00,0.1366
Onion,-1.5678,-1.3154,18.0141,0.00,0.1366
Onion,-1.5678,-1.3154,17.9070,0.00,0.1366
Onion,-1.5678,-1.3154,18.3237,0.00,0.1366
Onion,-1.4862,-1.3154,18.2181,0.00,0.1366
Onion,-1.4862,-1.3154,18.1154,0.00,0.1366
Onion,-1.4862,-1.3154,18.0141,0.00,0.1366
Onion,-1.4862,-1.3154,17.9070,0.00,0.1366
Onion,-1.4862,-1.3154,18.3237,0.00,0.1366
Onion,-1.4100,-1.3154,18.2181,0.00,0.1366
Onion,-1.4100,-1.3154,18.1154,0.00,0.1366
Onion,-1.4100,-1.3154,18.0141,0.00,0.1366
Onion,-1.4100,-1.3154,17.9070,0.00,0.1366
Onion,-1.4100,-1.3154,18.3237,0.00,0.1366
Onion,-1.3315,-1.3154,18.2181,0.00,0.1366
Onion,-1.3315,-1.3154,18.1154,0.00,0.1366
Onion,-1.3315,-1.3154,18.0141,0.00,0.1366
Onion,-1.3315,-1.3154,17.9070,0.00,0.1366
Onion,-1.3315,-1.3154,18.3237,0.00,0.1366
Onion,-1.2450,-1.3154,18.2181,0.00,0.1366
Onion,-1.2450,-1.3154,18.1154,0.00,0.1366
Onion,-1.2450,-1.3154,18.0141,0.00,0.1366
Onion,-1.2450,-1.3154,17.9070,0.00,0.1366
Onion,-1.2450,-1.3154,18.3237,0.00,0.1366
Onion,-1.1646,-1.3154,18.2181,0.00,0.1366
Onion,-1.1646,-1.3154,18.1154,0.00,0.1366
Onion,-1.1646,-1.3154,18.0141,0.00,0.1366
Onion,-1.1646,-1.3154,17.9070,0.00,0.1366
Onion,-1.1646,-1.3154,18.3237,0.00,0.1366
Onion,-1.0851,-1.3154,18.2181,0.00,0.1366
Onion,-1.0851,-1.3154,18.1154,0.00,0.1366
Onion,-1.0851,-1.3154,18.0141,0.00,0.1366
Onion,-1.0851,-1.3154,17.9070,0.00,0.1366
Onion,-1.0851,-1.3154,18.3237,0.00,0.1366
Onion,-1.0013,-1.3154,18.2181,0.00,0.1366
Onion,-1.0013,-1.3154,18.1154,0.00,0.1366
Onion,-1.0013,-1.3154,18.0141,0.00,0.1366
Onion,-1.0013,-1.3154,17.9070,0.00,0.1366
Onion,-1.0013,-1.3154,18.3237,0.00,0.1366
Onion,-0.9194,-1.3154,18.2181,0.00,0.1366
Onion,-0.9194,-1.3154,18.1154,0.00,0.1366
Onion,-0.9194,-1.3154,18.0141,0.00,0.1366
Onion,-0.9194,-1.3154,17.9070,0.00,0.1366
Onion,-0.9194,-1.3154,18.3237,0.00,0.1366
Onion,-0.8358,-1.3154,18.3237,0.00,0.1366
Onion,-0.8358,-1.3154,18.2181,0.00,0.1366
Onion,-0.8358,-1.3154,18.1154,0.00,0.1366
Onion,-0.8358,-1.3154,18.0141,0.00,0.1366
Onion,-0.8358,-1.3154,17.9070,0.00,0.1366
Onion,-0.2802,-1.3154,18.2181,0.00,0.1366
Onion,-0.2802,-1.3154,18.1154,0.00,0.1366
Onion,-0.2802,-1.3154,18.0141,0.00,0.1366
Onion,-0.2802,-1.3154,17.9070,0.00,0.1366
Onion,-0.2802,-1.3154,18.3237,0.00,0.1366
Onion,-0.2057,-1.3154,18.2181,0.00,0.1366
Onion,-0.2057,-1.3154,18.1154,0.00,0.1366
Onion,-0.2057,-1.3154,18.0141,0.00,0.1366
Onion,-0.2057,-1.3154,17.9070,0.00,0.1366
Onion,-0.2057,-1.3154,18.3237,0.00,0.1366
Onion,-0.1241,-1.3154,18.2181,0.00,0.1366
Onion,-0.1241,-1.3154,18.1154,0.00,0.1366
Onion,-0.1241,-1.3154,18.0141,0.00,0.1366
Onion,-0.1241,-1.3154,17.9070,0.00,0.1366
Onion,-0.1241,-1.3154,18.3237,0.00,0.1366
Onion,-0.0480,-1.3154,18.2181,0.00,0.1366
Onion,-0.0480,-1.3154,18.1154,0.00,0.1366
Onion,-0.0480,-1.3154,18.0141,0.00,0.1366
Onion,-0.0480,-1.3154,17.9070,0.00,0.1366
Onion,-0.0480,-1.3154,18.3237,0.00,0.1366
Onion,0.0306,-1.3154,18.2181,0.00,0.1366
Onion,0.0306,-1.3154,18.1154,0.00,0.1366
Onion,0.0306,-1.3154,18.0141,0.00,0.1366
Onion,0.0306,-1.3154,17.9070,0.00,0.1366
Onion,0.0306,-1.3154,18.3237,0.00,0.1366
Onion,0.1171,-1.3154,18.2181,0.00,0.1366
Onion,0.1171,-1.3154,18.1154,0.00,0.1366
Onion,0.1171,-1.3154,18.0141,0.00,0.1366
Onion,0.1171,-1.3154,17.9070,0.00,0.1366
Onion,0.1171,-1.3154,18.3237,0.00,0.1366
Onion,0.1975,-1.3154,18.2181,0.00,0.1366
Onion,0.1975,-1.3154,18.1154,0.00,0.1366
Onion,0.1975,-1.3154,18.0141,0.00,0.1366
Onion,0.1975,-1.3154,17.9070,0.00,0.1366
Onion,0.1975,-1.3154,18.3237,0.00,0.1366
Onion,0.2769,-1.3154,18.2181,0.00,0.1366
Onion,0.2769,-1.3154,18.1154,0.00,0.1366
Onion,0.2769,-1.3154,18.0141,0.00,0.1366
Onion,0.2769,-1.3154,17.9070,0.00,0.1366
Onion,0.2769,-1.3154,18.3237,0.00,0.1366
Onion,0.3607,-1.3154,18.2181,0.00,0.1366
Onion,0.3607,-1.3154,18.1154,0.00,0.1366
Onion,0.3607,-1.3154,18.0141,0.00,0.1366
Onion,0.3607,-1.3154,17.9070,0.00,0.1366
Onion,0.3607,-1.3154,18.3237,0.00,0.1366
Onion,0.4427,-1.3154,18.2181,0.00,0.1366
Onion,0.4427,-1.3154,18.1154,0.00,0.1366
Onion,0.4427,-1.3154,18.0141,0.00,0.1366
Onion,0.4427,-1.3154,17.9070,0.00,0.1366
Onion,0.4427,-1.3154,18.3237,0.00,0.1366
Onion,0.5262,-1.3154,18.3237,0.00,0.1366
Onion,0.5262,-1.3154,18.2181,0.00,0.1366
Onion,0.5262,-1.3154,18.1154,0.00,0.1366
Onion,0.5262,-1.3154,18.0141,0.00,0.1366
Onion,0.5262,-1.3154,17.9070,0.00,0.1366
Onion,-5.5623,-1.3154,0.1407,0.00,0.1366
Onion,-5.5623,-1.3154,0.0380,0.00,0.1366
Onion,-5.5623,-1.3154,-0.0633,0.00,0.1366
Onion,-5.5623,-1.3154,-0.1704,0.00,0.1366
Onion,-5.5623,-1.3154,0.2463,0.00,0.1366
Onion,-5.4878,-1.3154,0.1407,0.00,0.1366
Onion,-5.4878,-1.3154,0.0380,0.00,0.1366
Onion,-5.4878,-1.3154,-0.0633,0.00,0.1366
Onion,-5.4878,-1.3154,-0.1704,0.00,0.1366
Onion,-5.4878,-1.3154,0.2463,0.00,0.1366
Onion,-5.4063,-1.3154,0.1407,0.00,0.1366
Onion,-5.4063,-1.3154,0.0380,0.00,0.1366
Onion,-5.4063,-1.3154,-0.0633,0.00,0.1366
Onion,-5.4063,-1.3154,-0.1704,0.00,0.1366
Onion,-5.4063,-1.3154,0.2463,0.00,0.1366
Onion,-5.3301,-1.3154,0.1407,0.00,0.1366
Onion,-5.3301,-1.3154,0.0380,0.00,0.1366
Onion,-5.3301,-1.3154,-0.0633,0.00,0.1366
Onion,-5.3301,-1.3154,-0.1704,0.00,0.1366
Onion,-5.3301,-1.3154,0.2463,0.00,0.1366
Onion,-5.2515,-1.3154,0.1407,0.00,0.1366
Onion,-5.2515,-1.3154,0.0380,0.00,0.1366
Onion,-5.2515,-1.3154,-0.0633,0.00,0.1366
Onion,-5.2515,-1.3154,-0.1704,0.00,0.1366
Onion,-5.2515,-1.3154,0.2463,0.00,0.1366
Onion,-5.1650,-1.3154,0.1407,0.00,0.1366
Onion,-5.1650,-1.3154,0.0380,0.00,0.1366
Onion,-5.1650,-1.3154,-0.0633,0.00,0.1366
Onion,-5.1650,-1.3154,-0.1704,0.00,0.1366
Onion,-5.1650,-1.3154,0.2463,0.00,0.1366
Onion,-5.0846,-1.3154,0.1407,0.00,0.1366
Onion,-5.0846,-1.3154,0.0380,0.00,0.1366
Onion,-5.0846,-1.3154,-0.0633,0.00,0.1366
Onion,-5.0846,-1.3154,-0.1704,0.00,0.1366
Onion,-5.0846,-1.3154,0.2463,0.00,0.1366
Onion,-5.0052,-1.3154,0.1407,0.00,0.1366
Onion,-5.0052,-1.3154,0.0380,0.00,0.1366
Onion,-5.0052,-1.3154,-0.0633,0.00,0.1366
Onion,-5.0052,-1.3154,-0.1704,0.00,0.1366
Onion,-5.0052,-1.3154,0.2463,0.00,0.1366
Onion,-4.9214,-1.3154,0.1407,0.00,0.1366
Onion,-4.9214,-1.3154,0.0380,0.00,0.1366
Onion,-4.9214,-1.3154,-0.0633,0.00,0.1366
Onion,-4.9214,-1.3154,-0.1704,0.00,0.1366
Onion,-4.9214,-1.3154,0.2463,0.00,0.1366
Onion,-4.8394,-1.3154,0.1407,0.00,0.1366
Onion,-4.8394,-1.3154,0.0380,0.00,0.1366
Onion,-4.8394,-1.3154,-0.0633,0.00,0.1366
Onion,-4.8394,-1.3154,-0.1704,0.00,0.1366
Onion,-4.8394,-1.3154,0.2463,0.00,0.1366
Onion,-4.7559,-1.3154,0.2463,0.00,0.1366
Onion,-4.7559,-1.3154,0.1407,0.00,0.1366
Onion,-4.7559,-1.3154,0.0380,0.00,0.1366
Onion,-4.7559,-1.3154,-0.0633,0.00,0.1366
Onion,-4.7559,-1.3154,-0.1704,0.00,0.1366
Onion,-2.9321,-1.3154,0.1407,0.00,0.1366
Onion,-2.9321,-1.3154,0.0380,0.00,0.1366
Onion,-2.9321,-1.3154,-0.0633,0.00,0.1366
Onion,-2.9321,-1.3154,-0.1704,0.00,0.1366
Onion,-2.9321,-1.3154,0.2463,0.00,0.1366
Onion,-2.8577,-1.3154,0.1407,0.00,0.1366
Onion,-2.8577,-1.3154,0.0380,0.00,0.1366
Onion,-2.8577,-1.3154,-0.0633,0.00,0.1366
Onion,-2.8577,-1.3154,-0.1704,0.00,0.1366
Onion,-2.8577,-1.3154,0.2463,0.00,0.1366
Onion,-2.7761,-1.3154,0.1407,0.00,0.1366
Onion,-2.7761,-1.3154,0.0380,0.00,0.1366
Onion,-2.7761,-1.3154,-0.0633,0.00,0.1366
Onion,-2.7761,-1.3154,-0.1704,0.00,0.1366
Onion,-2.7761,-1.3154,0.2463,0.00,0.1366
Onion,-2.6999,-1.3154,0.1407,0.00,0.1366
Onion,-2.6999,-1.3154,0.0380,0.00,0.1366
Onion,-2.6999,-1.3154,-0.0633,0.00,0.1366
Onion,-2.6999,-1.3154,-0.1704,0.00,0.1366
Onion,-2.6999,-1.3154,0.2463,0.00,0.1366
Onion,-2.6214,-1.3154,0.1407,0.00,0.1366
Onion,-2.6214,-1.3154,0.0380,0.00,0.1366
Onion,-2.6214,-1.3154,-0.0633,0.00,0.1366
Onion,-2.6214,-1.3154,-0.1704,0.00,0.1366
Onion,-2.6214,-1.3154,0.2463,0.00,0.1366
Onion,-2.5349,-1.3154,0.1407,0.00,0.1366
Onion,-2.5349,-1.3154,0.0380,0.00,0.1366
Onion,-2.5349,-1.3154,-0.0633,0.00,0.1366
Onion,-2.5349,-1.3154,-0.1704,0.00,0.1366
Onion,-2.5349,-1.3154,0.2463,0.00,0.1366
Onion,-2.4545,-1.3154,0.1407,0.00,0.1366
Onion,-2.4545,-1.3154,0.0380,0.00,0.1366
Onion,-2.4545,-1.3154,-0.0633,0.00,0.1366
Onion,-2.4545,-1.3154,-0.1704,0.00,0.1366
Onion,-2.4545,-1.3154,0.2463,0.00,0.1366
Onion,-2.3750,-1.3154,0.1407,0.00,0.1366
Onion,-2.3750,-1.3154,0.0380,0.00,0.1366
Onion,-2.3750,-1.3154,-0.0633,0.00,0.1366
Onion,-2.3750,-1.3154,-0.1704,0.00,0.1366
Onion,-2.3750,-1.3154,0.2463,0.00,0.1366
Onion,-2.2912,-1.3154,0.1407,0.00,0.1366
Onion,-2.2912,-1.3154,0.0380,0.00,0.1366
Onion,-2.2912,-1.3154,-0.0633,0.00,0.1366
Onion,-2.2912,-1.3154,-0.1704,0.00,0.1366
Onion,-2.2912,-1.3154,0.2463,0.00,0.1366
Onion,-2.2093,-1.3154,0.1407,0.00,0.1366
Onion,-2.2093,-1.3154,0.0380,0.00,0.1366
Onion,-2.2093,-1.3154,-0.0633,0.00,0.1366
Onion,-2.2093,-1.3154,-0.1704,0.00,0.1366
Onion,-2.2093,-1.3154,0.2463,0.00,0.1366
Onion,-2.1257,-1.3154,0.2463,0.00,0.1366
Onion,-2.1257,-1.3154,0.1407,0.00,0.1366
Onion,-2.1257,-1.3154,0.0380,0.00,0.1366
Onion,-2.1257,-1.3154,-0.0633,0.00,0.1366
Onion,-2.1257,-1.3154,-0.1704,0.00,0.1366
Onion,-4.2699,-1.3154,0.1407,0.00,0.1366
Onion,-4.2699,-1.3154,0.0380,0.00,0.1366
Onion,-4.2699,-1.3154,-0.0633,0.00,0.1366
Onion,-4.2699,-1.3154,-0.1704,0.00,0.1366
Onion,-4.2699,-1.3154,0.2463,0.00,0.1366
Onion,-4.1954,-1.3154,0.1407,0.00,0.1366
Onion,-4.1954,-1.3154,0.0380,0.00,0.1366
Onion,-4.1954,-1.3154,-0.0633,0.00,0.1366
Onion,-4.1954,-1.3154,-0.1704,0.00,0.1366
Onion,-4.1954,-1.3154,0.2463,0.00,0.1366
Onion,-4.1139,-1.3154,0.1407,0.00,0.1366
Onion,-4.1139,-1.3154,0.0380,0.00,0.1366
Onion,-4.1139,-1.3154,-0.0633,0.00,0.1366
Onion,-4.1139,-1.3154,-0.1704,0.00,0.1366
Onion,-4.1139,-1.3154,0.2463,0.00,0.1366
Onion,-4.0377,-1.3154,0.1407,0.00,0.1366
Onion,-4.0377,-1.3154,0.0380,0.00,0.1366
Onion,-4.0377,-1.3154,-0.0633,0.00,0.1366
Onion,-4.0377,-1.3154,-0.1704,0.00,0.1366
Onion,-4.0377,-1.3154,0.2463,0.00,0.1366
Onion,-3.9591,-1.3154,0.1407,0.00,0.1366
Onion,-3.9591,-1.3154,0.0380,0.00,0.1366
Onion,-3.9591,-1.3154,-0.0633,0.00,0.1366
Onion,-3.9591,-1.3154,-0.1704,0.00,0.1366
Onion,-3.9591,-1.3154,0.2463,0.00,0.1366
Onion,-3.8726,-1.3154,0.1407,0.00,0.1366
Onion,-3.8726,-1.3154,0.0380,0.00,0.1366
Onion,-3.8726,-1.3154,-0.0633,0.00,0.1366
Onion,-3.8726,-1.3154,-0.1704,0.00,0.1366
Onion,-3.8726,-1.3154,0.2463,0.00,0.1366
Onion,-3.7923,-1.3154,0.1407,0.00,0.1366
Onion,-3.7923,-1.3154,0.0380,0.00,0.1366
Onion,-3.7923,-1.3154,-0.0633,0.00,0.1366
Onion,-3.7923,-1.3154,-0.1704,0.00,0.1366
Onion,-3.7923,-1.3154,0.2463,0.00,0.1366
Onion,-3.7128,-1.3154,0.1407,0.00,0.1366
Onion,-3.7128,-1.3154,0.0380,0.00,0.1366
Onion,-3.7128,-1.3154,-0.0633,0.00,0.1366
Onion,-3.7128,-1.3154,-0.1704,0.00,0.1366
Onion,-3.7128,-1.3154,0.2463,0.00,0.1366
Onion,-3.6290,-1.3154,0.1407,0.00,0.1366
Onion,-3.6290,-1.3154,0.0380,0.00,0.1366
Onion,-3.6290,-1.3154,-0.0633,0.00,0.1366
Onion,-3.6290,-1.3154,-0.1704,0.00,0.1366
Onion,-3.6290,-1.3154,0.2463,0.00,0.1366
Onion,-3.5471,-1.3154,0.1407,0.00,0.1366
Onion,-3.5471,-1.3154,0.0380,0.00,0.1366
Onion,-3.5471,-1.3154,-0.0633,0.00,0.1366
Onion,-3.5471,-1.3154,-0.1704,0.00,0.1366
Onion,-3.5471,-1.3154,0.2463,0.00,0.1366
Onion,-3.4635,-1.3154,0.2463,0.00,0.1366
Onion,-3.4635,-1.3154,0.1407,0.00,0.1366
Onion,-3.4635,-1.3154,0.0380,0.00,0.1366
Onion,-3.4635,-1.3154,-0.0633,0.00,0.1366
Onion,-3.4635,-1.3154,-0.1704,0.00,0.1366
Onion,-1.6422,-1.3154,0.1407,0.00,0.1366
Onion,-1.6422,-1.3154,0.0380,0.00,0.1366
Onion,-1.6422,-1.3154,-0.0633,0.00,0.1366
Onion,-1.6422,-1.3154,-0.1704,0.00,0.1366
Onion,-1.6422,-1.3154,0.2463,0.00,0.1366
Onion,-1.5678,-1.3154,0.1407,0.00,0.1366
Onion,-1.5678,-1.3154,0.0380,0.00,0.1366
Onion,-1.5678,-1.3154,-0.0633,0.00,0.1366
Onion,-1.5678,-1.3154,-0.1704,0.00,0.1366
Onion,-1.5678,-1.3154,0.2463,0.00,0.1366
Onion,-1.4862,-1.3154,0.1407,0.00,0.1366
Onion,-1.4862,-1.3154,0.0380,0.00,0.1366
Onion,-1.4862,-1.3154,-0.0633,0.00,0.1366
Onion,-1.4862,-1.3154,-0.1704,0.00,0.1366
Onion,-1.4862,-1.3154,0.2463,0.00,0.1366
Onion,-1.4100,-1.3154,0.1407,0.00,0.1366
Onion,-1.4100,-1.3154,0.0380,0.00,0.1366
Onion,-1.4100,-1.3154,-0.0633,0.00,0.1366
Onion,-1.4100,-1.3154,-0.1704,0.00,0.1366
Onion,-1.4100,-1.3154,0.2463,0.00,0.1366
Onion,-1.3315,-1.3154,0.1407,0.00,0.1366
Onion,-1.3315,-1.3154,0.0380,0.00,0.1366
Onion,-1.3315,-1.3154,-0.0633,0.00,0.1366
Onion,-1.3315,-1.3154,-0.1704,0.00,0.1366
Onion,-1.3315,-1.3154,0.2463,0.00,0.1366
Onion,-1.2450,-1.3154,0.1407,0.00,0.1366
Onion,-1.2450,-1.3154,0.0380,0.00,0.1366
Onion,-1.2450,-1.3154,-0.0633,0.00,0.1366
Onion,-1.2450,-1.3154,-0.1704,0.00,0.1366
Onion,-1.2450,-1.3154,0.2463,0.00,0.1366
Onion,-1.1646,-1.3154,0.1407,0.00,0.1366
Onion,-1.1646,-1.3154,0.0380,0.00,0.1366
Onion,-1.1646,-1.3154,-0.0633,0.00,0.1366
Onion,-1.1646,-1.3154,-0.1704,0.00,0.1366
Onion,-1.1646,-1.3154,0.2463,0.00,0.1366
Onion,-1.0851,-1.3154,0.1407,0.00,0.1366
Onion,-1.0851,-1.3154,0.0380,0.00,0.1366
Onion,-1.0851,-1.3154,-0.0633,0.00,0.1366
Onion,-1.0851,-1.3154,-0.1704,0.00,0.1366
Onion,-1.0851,-1.3154,0.2463,0.00,0.1366
Onion,-1.0013,-1.3154,0.1407,0.00,0.1366
Onion,-1.0013,-1.3154,0.0380,0.00,0.1366
Onion,-1.0013,-1.3154,-0.0633,0.00,0.1366
Onion,-1.0013,-1.3154,-0.1704,0.00,0.1366
Onion,-1.0013,-1.3154,0.2463,0.00,0.1366
Onion,-0.9194,-1.3154,0.1407,0.00,0.1366
Onion,-0.9194,-1.3154,0.0380,0.00,0.1366
Onion,-0.9194,-1.3154,-0.0633,0.00,0.1366
Onion,-0.9194,-1.3154,-0.1704,0.00,0.1366
Onion,-0.9194,-1.3154,0.2463,0.00,0.1366
Onion,-0.8358,-1.3154,0.2463,0.00,0.1366
Onion,-0.8358,-1.3154,0.1407,0.00,0.1366
Onion,-0.8358,-1.3154,0.0380,0.00,0.1366
Onion,-0.8358,-1.3154,-0.0633,0.00,0.1366
Onion,-0.8358,-1.3154,-0.1704,0.00,0.1366
Onion,-0.2802,-1.3154,0.1407,0.00,0.1366
Onion,-0.2802,-1.3154,0.0380,0.00,0.1366
Onion,-0.2802,-1.3154,-0.0633,0.00,0.1366
Onion,-0.2802,-1.3154,-0.1704,0.00,0.1366
Onion,-0.2802,-1.3154,0.2463,0.00,0.1366
Onion,-0.2057,-1.3154,0.1407,0.00,0.1366
Onion,-0.2057,-1.3154,0.0380,0.00,0.1366
Onion,-0.2057,-1.3154,-0.0633,0.00,0.1366
Onion,-0.2057,-1.3154,-0.1704,0.00,0.1366
Onion,-0.2057,-1.3154,0.2463,0.00,0.1366
Onion,-0.1241,-1.3154,0.1407,0.00,0.1366
Onion,-0.1241,-1.3154,0.0380,0.00,0.1366
Onion,-0.1241,-1.3154,-0.0633,0.00,0.1366
Onion,-0.1241,-1.3154,-0.1704,0.00,0.1366
Onion,-0.1241,-1.3154,0.2463,0.00,0.1366
Onion,-0.0480,-1.3154,0.1407,0.00,0.1366
Onion,-0.0480,-1.3154,0.0380,0.00,0.1366
Onion,-0.0480,-1.3154,-0.0633,0.00,0.1366
Onion,-0.0480,-1.3154,-0.1704,0.00,0.1366
Onion,-0.0480,-1.3154,0.2463,0.00,0.1366
Onion,0.0306,-1.3154,0.1407,0.00,0.1366
Onion,0.0306,-1.3154,0.0380,0.00,0.1366
Onion,0.0306,-1.3154,-0.0633,0.00,0.1366
Onion,0.0306,-1.3154,-0.1704,0.00,0.1366
Onion,0.0306,-1.3154,0.2463,0.00,0.1366
Onion,0.1171,-1.3154,0.1407,0.00,0.1366
Onion,0.1171,-1.3154,0.0380,0.00,0.1366
Onion,0.1171,-1.3154,-0.0633,0.00,0.1366
Onion,0.1171,-1.3154,-0.1704,0.00,0.1366
Onion,0.1171,-1.3154,0.2463,0.00,0.1366
Onion,0.1975,-1.3154,0.1407,0.00,0.1366
Onion,0.1975,-1.3154,0.0380,0.00,0.1366
Onion,0.1975,-1.3154,-0.0633,0.00,0.1366
Onion,0.1975,-1.3154,-0.1704,0.00,0.1366
Onion,0.1975,-1.3154,0.2463,0.00,0.1366
Onion,0.2769,-1.3154,0.1407,0.00,0.1366
Onion,0.2769,-1.3154,0.0380,0.00,0.1366
Onion,0.2769,-1.3154,-0.0633,0.00,0.1366
Onion,0.2769,-1.3154,-0.1704,0.00,0.1366
Onion,0.2769,-1.3154,0.2463,0.00,0.1366
Onion,0.3607,-1.3154,0.1407,0.00,0.1366
Onion,0.3607,-1.3154,0.0380,0.00,0.1366
Onion,0.3607,-1.3154,-0.0633,0.00,0.1366
Onion,0.3607,-1.3154,-0.1704,0.00,0.1366
Onion,0.3607,-1.3154,0.2463,0.00,0.1366
Onion,0.4427,-1.3154,0.1407,0.00,0.1366
Onion,0.4427,-1.3154,0.0380,0.00,0.1366
Onion,0.4427,-1.3154,-0.0633,0.00,0.1366
Onion,0.4427,-1.3154,-0.1704,0.00,0.1366
Onion,0.4427,-1.3154,0.2463,0.00,0.1366
Onion,0.5262,-1.3154,0.2463,0.00,0.1366
Onion,0.5262,-1.3154,0.1407,0.00,0.1366
Onion,0.5262,-1.3154,0.0380,0.00,0.1366
Onion,0.5262,-1.3154,-0.0633,0.00,0.1366
Onion,0.5262,-1.3154,-0.1704,0.00,0.1366
RedBeet,-5.8524,-0.0875,21.2814,0.00,0.0629
RedBeet,-5.7574,-0.0875,21.1949,0.00,0.0629
RedBeet,-5.8478,-0.0875,21.3257,0.00,0.0629
RedBeet,-5.7918,-0.0875,21.1921,0.00,0.0629
RedBeet,-5.8019,-0.0875,21.2227,0.00,0.0629
RedBeet,-5.9201,-0.0875,21.6314,0.00,0.0629
RedBeet,-5.9201,-0.0875,21.6314,0.00,0.0629
RedBeet,-5.9132,-0.0875,21.5686,0.00,0.0629
RedBeet,-5.9435,-0.0875,21.5166,0.00,0.0629
RedBeet,-5.9495,-0.0875,21.4388,0.00,0.0629
RedBeet,-5.8009,-0.0875,21.5777,0.00,0.0629
RedBeet,-5.8570,-0.0875,21.6314,0.00,0.0629
RedBeet,-5.8570,-0.0875,21.6314,0.00,0.0629
RedBeet,-5.8841,-0.0875,21.4356,0.00,0.0629
RedBeet,-5.8841,-0.0875,21.4356,0.00,0.0629
RedBeet,-5.8772,-0.0875,21.3728,0.00,0.0629
RedBeet,-5.9075,-0.0875,21.3208,0.00,0.0629
RedBeet,-5.9135,-0.0875,21.2430,0.00,0.0629
RedBeet,-5.7649,-0.0875,21.3819,0.00,0.0629
RedBeet,-5.8209,-0.0875,21.4356,0.00,0.0629
RedBeet,-5.8209,-0.0875,21.4356,0.00,0.0629
RedBeet,-6.1207,-0.0875,21.6584,0.00,0.0629
RedBeet,-6.1207,-0.0875,21.6584,0.00,0.0629
RedBeet,-6.1137,-0.0875,21.5956,0.00,0.0629
RedBeet,-6.1441,-0.0875,21.5437,0.00,0.0629
RedBeet,-6.1501,-0.0875,21.4659,0.00,0.0629
RedBeet,-6.0014,-0.0875,21.6048,0.00,0.0629
RedBeet,-6.0119,-0.0875,21.5464,0.00,0.0629
RedBeet,-6.0487,-0.0875,21.5019,0.00,0.0629
